Twitter Handle & User Name,Tweet, external URL,Date of Tweet,Followers,Following,RT,FAV
"Woodguy55 , Woodguy","b""Ken thinks I'm always negative about the Oilers. Do you agree with @oil_fid ? https://t.co/jgwszcobIb""",https://twitter.com/OiL_FiD/status/1065270695788109825,Wed Nov 21 16:18:09 +0000 2018,7076,1587,0,7
"Woodguy55 , Woodguy","b""RT @OilersNerdAlert: #NewProfilePicture\\n\\n@DKingBH @Woodguy55 \\n\\nSomeone help me budget photoshop, my family is cut&amp;pasting jpg's https://t.c\\u2026""",no external urls in this tweet,Wed Nov 21 16:17:06 +0000 2018,7076,1587,1,0
"screenrant , Screen Rant","b""Disney just can't let it go!\\n\\nWith one year to go, here's everything we know about Frozen 2:\\nhttps://t.co/61HsDuRWRg https://t.co/7twCtfwkSR""",https://buff.ly/2TwJbOe,Wed Nov 21 16:16:42 +0000 2018,115536,289,4,28
"Sethrogen , Seth Rogen",b'Poon. https://t.co/456fpaJ9ax',https://twitter.com/todayshow/status/1065255994337435648,Wed Nov 21 16:15:51 +0000 2018,7729504,1220,1972,21030
"CBR , Comic Book Resources",b'The Scarlet Witch Should Just Be a Mutant Again https://t.co/7sh8L5CO0w https://t.co/RM34zFgayI',https://buff.ly/2Bp0dXu,Wed Nov 21 16:15:13 +0000 2018,234940,832,22,83
"JonathanWillis , Jonathan Willis","b""And I'll say this now: in the back of my mind, I've wondered for a bit how much Lucic might benefit from a coaching\\u2026 https://t.co/VNEeeA1ozF""",https://twitter.com/i/web/status/1065276911935311874,Wed Nov 21 16:13:02 +0000 2018,20558,1855,1,5
"moorrgssss , Morgan",b'RT @trevortombe: Low oil prices and pipeline constraints are a problem. But their effect on our budget is fully within our control ... and\\u2026',no external urls in this tweet,Wed Nov 21 16:11:25 +0000 2018,85,274,35,0
"oldboothonline , old booth",b'\\U0001f92f NEW SPLASHPARK MIX \\U0001f92f\\nhttps://t.co/TqGvB26QPV\\nFEATURING UN-RELEASED KANE GROCERYS PRODUCED BY ME - AND A BUNCH OF\\u2026 https://t.co/JTLN7tXPYM',https://soundcloud.com/oldbooth/splashpark-nine-emotional-edition,Wed Nov 21 16:11:14 +0000 2018,309,405,3,6
"JonathanWillis , Jonathan Willis","b'Like so, with Chiasson/Caggiula placeholders for 22/98 at the moment?\\nRieder / McDavid / Draisaitl\\nSpooner / Nugent\\u2026 https://t.co/n3erXbYDlQ'",https://twitter.com/i/web/status/1065275968376328192,Wed Nov 21 16:09:17 +0000 2018,20558,1855,0,8
"JonathanWillis , Jonathan Willis","b""Let's say that he is, and that he gets some combo of Lucic/Khaira and Kassian/Chiasson as his wings. \\nWhat does tha\\u2026 https://t.co/sW8aaa61JZ""",https://twitter.com/i/web/status/1065274688341893120,Wed Nov 21 16:04:12 +0000 2018,20558,1855,0,3
"CBR , Comic Book Resources",b'DC Comics Just Killed Off a Major DCU Deity in Justice League #12 https://t.co/xEFLkaMVTD https://t.co/325kFrSpYb',https://buff.ly/2TwWFcQ,Wed Nov 21 16:02:04 +0000 2018,234940,832,4,24
"SundayChants , Sunday League Footy","b'""We\'re 2-0 down but we\'ve got the wind in the second half boys. It\'ll be fine."" \\U0001f602\\U0001f602 https://t.co/KlKkynFzyF'",no external urls in this tweet,Wed Nov 21 16:01:00 +0000 2018,154662,23845,48,115
"JonathanWillis , Jonathan Willis",b'The 14:04 Kyle Brodziak played last night is his high-water mark for the season.\\nWhen I look at the No. 3 centre op\\u2026 https://t.co/bm8aW6ulUD',https://twitter.com/i/web/status/1065273762298310656,Wed Nov 21 16:00:31 +0000 2018,20558,1855,0,5
"UAlberta , University of Alberta","b'Congratulations to Brenda McLean, co-founder of the McLean Group and President of the McLean McCuaig Foundation on\\u2026 https://t.co/Vltz8gfw5p'",https://twitter.com/i/web/status/1065272319986171905,Wed Nov 21 15:54:47 +0000 2018,79693,575,3,4
"jsbmbaggedmilk , Baggedmilk - Oilers Beet writer","b'About to jump on the @957CRUZFM airwaves to talk Hitchcock, Oilers, and whatever else is going on. #theLOCKERROOM https://t.co/CAAKMcKuP5'",no external urls in this tweet,Wed Nov 21 15:51:56 +0000 2018,11797,194,1,3
"iamdevloper , I Am Devloper","b'The next time biz dev want to shoe horn a request in at the top of the current sprint, simply add 25% to your estim\\u2026 https://t.co/pr1obCc1yA'",https://twitter.com/i/web/status/1065271580413054976,Wed Nov 21 15:51:51 +0000 2018,329343,0,162,809
"doniveson , Don Iveson","b'RT @YEGMayorOffice: Safer communities, cities, events for women and girls are safer for everyone. Let\\u2019s make this #GreyCup2018 the safest o\\u2026'",no external urls in this tweet,Wed Nov 21 15:46:53 +0000 2018,155786,2299,10,0
"doniveson , Don Iveson","b'RT @carolesaab: Thank you to Deputy @CPC_HQ Leader @lraitt for meeting with municipal leaders from across the country - and even moreso, fo\\u2026'",no external urls in this tweet,Wed Nov 21 15:46:31 +0000 2018,155786,2299,8,0
"soIoucity , Tony X.",b'Back to the topic.',no external urls in this tweet,Wed Nov 21 15:45:41 +0000 2018,75733,1482,0,12
"CBR , Comic Book Resources",b'Does Ralph Breaks the Internet Have a Post-Credits Scene?\\nhttps://t.co/XB2YxKLV7D https://t.co/z0yKblrPsj',https://buff.ly/2BoJWSA,Wed Nov 21 15:45:10 +0000 2018,234940,832,8,16
"BestMovieLine , Best Movie Line",b'Peaky Blinders https://t.co/5NePc6CaiC',no external urls in this tweet,Wed Nov 21 15:44:26 +0000 2018,493176,38,26,195
"soIoucity , Tony X.",b'RT @gableingaround: When Mike Yeo got fired https://t.co/sB65I42pqX',https://twitter.com/sbnation/status/1064752570470551553,Wed Nov 21 15:43:11 +0000 2018,75733,1482,53,0
"DepressedDarth , Darth Vader",b'Before parenthood vs after parenthood https://t.co/9pbGC8MiKI',no external urls in this tweet,Wed Nov 21 15:41:24 +0000 2018,817375,314,65,270
"DutchNewsNL , DutchNews.NL","b""Today's newsletter: Being too western can be grounds for asylum; Ryanair boss writes angry letter to Dutch; pension\\u2026 https://t.co/ioFrCttMJQ""",https://twitter.com/i/web/status/1065266934931955713,Wed Nov 21 15:33:23 +0000 2018,14227,250,2,1
"globeandmail , The Globe and Mail",b'Apple supplier Foxconn plans to cut costs in 2019: report https://t.co/5KtxbA1n8b @GlobeTechnology https://t.co/1bAjKQcxOP',http://dlvr.it/Qrmxxs,Wed Nov 21 15:33:09 +0000 2018,1732031,557,4,3
"screenrant , Screen Rant",b'Video Charts The Downfall Of The Dead Space Franchise https://t.co/qFPHD5jhGJ https://t.co/8rgaN7JvRa',https://buff.ly/2AazqMB,Wed Nov 21 15:32:25 +0000 2018,115536,289,2,11
"Lowetide , Lowetide","b""Hitch delivers best postgame avail since MacT's 'maybe he was hungry', who gets a recall from Bakersfield, McDavid\\u2026 https://t.co/OQrUCzRUO8""",https://twitter.com/i/web/status/1065266600591351813,Wed Nov 21 15:32:03 +0000 2018,24894,12861,1,27
"OilersNation , OilersNation.com",b'Fresh Oil: Puljujarvi Recall Coming? https://t.co/KNs8L2edPG',https://oilersnation.com/2018/11/21/jesse-puljujarvi-recall-coming-for-edmonton-oilers/?utm_source=dlvr.it&utm_medium=twitter,Wed Nov 21 15:31:03 +0000 2018,47378,1396,3,19
"YashTamhane , Kawhi's Cornrows",b'Tory coming out of the booth looking like https://t.co/l26sjIpYCq',no external urls in this tweet,Wed Nov 21 15:30:26 +0000 2018,339,446,0,1
"BestMovieLine , Best Movie Line",b'Friends https://t.co/xmiDXqnTYf',no external urls in this tweet,Wed Nov 21 15:29:54 +0000 2018,493176,38,205,453
"DepressedDarth , Darth Vader",b'\\U0001f525\\U0001f525 The Black Friday Sale starts at my store today \\U0001f525\\U0001f525 \\n\\n\\U0001f4a5\\U0001f4a5 30% OFF EVERYTHING \\U0001f4a5\\U0001f4a5\\n\\n\\u27a1\\ufe0f https://t.co/jfRRlXn0Gp https://t.co/n2HKmKfSRG',https://www.teepublic.com/stores/depresseddarth?ref_id=1756,Wed Nov 21 15:29:19 +0000 2018,817375,314,2,7
"globeandmail , The Globe and Mail","b'Apple supplier Foxconn reportedly plans to cut costs in 2019, points to flagging iPhone demand\\u2026 https://t.co/5cFj8G2JPH'",https://twitter.com/i/web/status/1065264859128852480,Wed Nov 21 15:25:08 +0000 2018,1732031,557,1,2
"globeandmail , The Globe and Mail",b'Wall Street\\u2019s slide is flashing a warning about the U.S. economy https://t.co/QA8nkKnHyh @GlobeInvestor https://t.co/VlCXodlwmc',http://dlvr.it/Qrmw8y,Wed Nov 21 15:25:07 +0000 2018,1732031,557,1,0
"globeandmail , The Globe and Mail","b'The Globe in Xinjiang, China: A page from Mao to \\u2018re-educate\\u2019 Uyghurs by\\xa0force https://t.co/tqjZqooePq https://t.co/HKPXyH9Kwd'",http://dlvr.it/Qrmw3m,Wed Nov 21 15:25:05 +0000 2018,1732031,557,3,3
"jsbmbaggedmilk , Baggedmilk - Oilers Beet writer",b'It was in October https://t.co/i5xEumU2lH',https://twitter.com/VidCon/status/1064545584793575424,Wed Nov 21 15:24:04 +0000 2018,11797,194,2,43
"DutchNewsNL , DutchNews.NL",b'\\u2018Westernised Afghan women can claim asylum on certain grounds\\u2019 https://t.co/R9GnK81QIB',https://goo.gl/Xn8rZi,Wed Nov 21 15:23:46 +0000 2018,14227,250,1,1
"JonathanWillis , Jonathan Willis",b'On Hitchcock / McLellan: \\n- @Lowetide on McLellan: https://t.co/x95tfthVCL\\n- @eduhatschek on Hitchcock:\\u2026 https://t.co/Sf2mazZT43',https://theathletic.com/666916/2018/11/20/lowetide-with-not-enough-talent-and-outside-the-playoffs-todd-mclellans-oilers-career-ends-where-it-began/,Wed Nov 21 15:22:28 +0000 2018,20558,1855,5,9
"YashTamhane , Kawhi's Cornrows",b'RT @torylanez: GOOD MORNING AMERICA ..... @joynerlucas i told yo lil made in Tokyo looking ass not to fuck wit me \\U0001f494\\U0001f494\\n#LittyAgainAgain\\n\\nhttp\\u2026',no external urls in this tweet,Wed Nov 21 15:21:57 +0000 2018,339,446,5430,0
"screenrant , Screen Rant","b""Why was Thanos' origin book made non-canon?\\n\\nIt may be because it created some conflict with The Eternals!\\u2026 https://t.co/yK0zS2dPTQ""",https://twitter.com/i/web/status/1065264029688651777,Wed Nov 21 15:21:50 +0000 2018,115536,289,0,10
"EdmontonOilers , Edmonton Oilers",b'Captain Connor scored his 100th @NHL goal then set up Caggiula for the equalizer &amp; Draisaitl for the OT winner as t\\u2026 https://t.co/rtnY2Oomgs',https://twitter.com/i/web/status/1065262664505470976,Wed Nov 21 15:16:25 +0000 2018,799811,265,10,79
"CBR , Comic Book Resources","b""Star Wars: Episode IX Deals With Carrie Fisher's Death in a 'Beautiful Way'\\nhttps://t.co/LHBxGt0UoX https://t.co/VhOhfRZD0v""",https://buff.ly/2AaopLs,Wed Nov 21 15:15:03 +0000 2018,234940,832,8,21
"EdmontonOilers , Edmonton Oilers","b'RT @NHL: A well-deserved \\U0001f91d. Congrats on win No. 1 with the @EdmontonOilers, Hitch. https://t.co/4W9DxLjEhX'",no external urls in this tweet,Wed Nov 21 15:13:48 +0000 2018,799811,265,44,0
"EdmontonOilers , Edmonton Oilers","b'RT @PR_NHL: Mikko Koskinen of the @EdmontonOilers made 22 saves to improve to 5-2-0 this season (2.65 GAA, .913 SV%, 1 SO). #NHLStats https\\u2026'",no external urls in this tweet,Wed Nov 21 15:13:17 +0000 2018,799811,265,22,0
"SwiftOnSecurity , SwiftOnSecurity",b'fsutil dirty\\nhttps://t.co/WJKuZaS0tn',https://docs.microsoft.com/en-us/windows-server/administration/windows-commands/fsutil-dirty,Wed Nov 21 15:12:57 +0000 2018,247692,8090,0,16
"globeandmail , The Globe and Mail",b'G20 draft communique reportedly avoids explicitly anti-protectionist language https://t.co/CgO5d5gB5P @GlobeBusiness https://t.co/9kJsQyh1Gc',http://dlvr.it/QrmrPx,Wed Nov 21 15:09:07 +0000 2018,1732031,557,4,4
"SwiftOnSecurity , SwiftOnSecurity",b'\\u201cmy mind is a bit dirty hahaha \\U0001f618\\u201d\\n\\u201cRun chkdsk and it will clear the flag\\u201d\\n\\u201cWhat?\\u201d\\n\\u201c...\\u201d\\n\\u201c...\\u201d\\n\\u201cOHHHHHHHHHHHHHH\\u201d',no external urls in this tweet,Wed Nov 21 15:08:58 +0000 2018,247692,8090,34,217
"Isuckatpicking , VisuallyBetter",b'Ken Hitchcock is currently undefeated as the head coach of the @EdmontonOilers  Way to go Hitch!!! #Oilers #NHL https://t.co/SMLKiN8OEz',no external urls in this tweet,Wed Nov 21 15:08:05 +0000 2018,10067,863,53,302
"OilersNation , OilersNation.com",b'ICYMI: The Oilers pulled off a big win in San Jose for the first of the Ken Hitchcock era. @jsbmbaggedmilk has the\\u2026 https://t.co/znZha5IxSa',https://twitter.com/i/web/status/1065259850500849667,Wed Nov 21 15:05:14 +0000 2018,47378,1396,0,2
"Woodguy55 , Woodguy","b""RT @Oil_Drop: @EdmontonRaider @DKingBH @V2Hero @Woodguy55 Not sure if this one is out there but I'm hoping not ;)""",no external urls in this tweet,Wed Nov 21 15:04:49 +0000 2018,7076,1587,1,0
"CBR , Comic Book Resources",b'Marvel Reveals The Real Reason Thor Fights For Earth https://t.co/9RO4p6g7v4 https://t.co/s5shxC5JhU',https://buff.ly/2Twiol8,Wed Nov 21 15:02:03 +0000 2018,234940,832,5,31
"globeandmail , The Globe and Mail",b'Bring me the bleach: Investors seek stability as stocks fall https://t.co/nbimVpAO9m @GlobeInvestor https://t.co/fl9PypOZT0',http://dlvr.it/Qrmpgy,Wed Nov 21 15:01:10 +0000 2018,1732031,557,1,0
"globeandmail , The Globe and Mail",b'Trump thanks Saudis for lower oil prices amid calls to punish crown prince https://t.co/EpxB296CdE https://t.co/bMgTGqlBJz',http://dlvr.it/QrmpXW,Wed Nov 21 15:01:06 +0000 2018,1732031,557,2,1
"JonathanWillis , Jonathan Willis","b""I keep looking but don't see the LOL option. https://t.co/eR3nppoc1G""",https://twitter.com/travisyost/status/1065255519495966720,Wed Nov 21 15:01:04 +0000 2018,20558,1855,0,23
"BestMovieLine , Best Movie Line",b'Friends https://t.co/52EsV2PXzP',no external urls in this tweet,Wed Nov 21 15:00:29 +0000 2018,493176,38,50,226
"SwiftOnSecurity , SwiftOnSecurity",b'https://t.co/3IrltrPIDL',no external urls in this tweet,Wed Nov 21 14:56:57 +0000 2018,247692,8090,2,61
"DepressedDarth , Darth Vader",b'Game of Thrones would be better with lightsabers https://t.co/uIKOG8ixqr',no external urls in this tweet,Wed Nov 21 14:56:27 +0000 2018,817375,314,78,196
"globeandmail , The Globe and Mail","b""Dennis Oland killed his father \\u2018in a rage,' prosecutors tell trial https://t.co/q9AuRV4w5Z https://t.co/Noc50b9Bdr""",http://dlvr.it/QrmmmQ,Wed Nov 21 14:53:08 +0000 2018,1732031,557,1,2
"DutchNewsNL , DutchNews.NL",b'Ryanair boss writes angry letter to Dutch MPs about hearing invite https://t.co/36zA7BP63P',https://goo.gl/LT1jq2,Wed Nov 21 14:51:13 +0000 2018,14227,250,0,0
"CBR , Comic Book Resources",b'The Nightwing and Flash Friendship Has Always Existed. Just Trust Us. https://t.co/xN1ikNa2lx https://t.co/m4OobIIYU3',https://buff.ly/2TyvQop,Wed Nov 21 14:50:47 +0000 2018,234940,832,7,37
"globeandmail , The Globe and Mail",b'What Buddies got right and wrong in cancelling a reading of a play by founder Sky Gilbert https://t.co/5IozgOoIqa\\u2026 https://t.co/67Z7KHljkM',http://dlvr.it/Qrmm7L,Wed Nov 21 14:50:09 +0000 2018,1732031,557,3,2
"JonathanWillis , Jonathan Willis",b'What kind of team is Ken Hitchcock getting? Here are 6500 words and a first-quarter grade for every Oiler:  https://t.co/nwOYsrELii',https://theathletic.com/666074/2018/11/21/the-edmonton-oilers-get-their-2018-19-quarter-season-report-cards/,Wed Nov 21 14:49:35 +0000 2018,20558,1855,0,5
"screenrant , Screen Rant","b""What Creed II Doesn't Tell You About Rocky IV\\nhttps://t.co/4sun54m5IR https://t.co/yCzQqEp938""",https://buff.ly/2Ag032K,Wed Nov 21 14:47:39 +0000 2018,115536,289,1,23
"CBR , Comic Book Resources",b'REVIEW: Ralph Breaks the Internet is a Solid Sequel With an Amazing Message\\nhttps://t.co/ww404WleOP https://t.co/0WsxNZSetX',https://buff.ly/2AaQiTB,Wed Nov 21 14:47:07 +0000 2018,234940,832,11,43
"BestMovieLine , Best Movie Line",b'This fail is epic https://t.co/USdu5NKD0V',http://twentytwowords.com/this-woman-ordered-a-doormat-from-amazon-but-ended-up-with-this-instead/2/?utm_source=deck&utm_medium=cpc&utm_term=influencer&utm_campaign=DM367,Wed Nov 21 14:46:27 +0000 2018,493176,38,1,1
"BestMovieLine , Best Movie Line",b'Halle Berry calls out Prince Harry for having her photo in his dorm https://t.co/rVpUGdYWQY',https://pagesix.com/2018/08/30/halle-berry-calls-out-prince-harry-for-having-her-photo-in-his-dorm/?utm_source=dom&utm_medium=domsc&utm_campaign=DM367,Wed Nov 21 14:45:35 +0000 2018,493176,38,0,2
"globeandmail , The Globe and Mail","b'At the open: TSX starts higher as energy, mining shares gain https://t.co/OIb7L5ZWjg @GlobeInvestor https://t.co/IqiqWs1YC3'",http://dlvr.it/Qrml88,Wed Nov 21 14:45:07 +0000 2018,1732031,557,3,1
"globeandmail , The Globe and Mail",b'Venus Williams settles wrongful death suit stemming from fatal Florida crash https://t.co/82WGlCLrm4 @Globe_Sports https://t.co/CwqOZokX1m',http://dlvr.it/Qrml4M,Wed Nov 21 14:45:06 +0000 2018,1732031,557,1,3
"screenrant , Screen Rant","b""Not everything from the Snyder Cut was lost - Aquaman's given Mera some cut Justice League powers back!\\u2026 https://t.co/36JDnEwKRw""",https://twitter.com/i/web/status/1065254201171824640,Wed Nov 21 14:42:47 +0000 2018,115536,289,2,19
"screenrant , Screen Rant",b'Star Wars: Every Apprentice Darth Vader Had (in Canon &amp; Legends) - https://t.co/MyCBDNfWBD https://t.co/Z8qPxdXrLb',https://buff.ly/2A9VOWG,Wed Nov 21 14:39:51 +0000 2018,115536,289,2,9
"jsbmbaggedmilk , Baggedmilk - Oilers Beet writer",b'RT @yegbanya: @jsbmbaggedmilk It\\u2019s going to take me days to figure out all these Hitch AVIs',no external urls in this tweet,Wed Nov 21 14:37:29 +0000 2018,11797,194,1,0
"globeandmail , The Globe and Mail",b'Global growth heading towards fragile soft landing: OECD https://t.co/yQuJjkR0un @GlobeBusiness https://t.co/SrP7Lmcp6W',http://dlvr.it/Qrmjlr,Wed Nov 21 14:37:05 +0000 2018,1732031,557,5,0
"jsbmbaggedmilk , Baggedmilk - Oilers Beet writer",b'Can\\u2019t stop thinking about how Hitchcock limited Connor to only three points last night smh',no external urls in this tweet,Wed Nov 21 14:33:30 +0000 2018,11797,194,10,79
"DepressedDarth , Darth Vader",b'Star Wars Run https://t.co/GrOkUBmb3Y',no external urls in this tweet,Wed Nov 21 14:33:30 +0000 2018,817375,314,69,250
"screenrant , Screen Rant","b""The cast for Vin Diesel's xXx 4 adds a big name.\\n\\nGreen Hornet standout Jay Chou has been cast.\\u2026 https://t.co/ptMjsiauwY""",https://twitter.com/i/web/status/1065251841221509121,Wed Nov 21 14:33:25 +0000 2018,115536,289,4,11
"screenrant , Screen Rant","b""Where Did Wolverine's New 'Hot Claw' Power Come From? - https://t.co/mtX8M5vBmk https://t.co/1gsFO5k7MM""",https://buff.ly/2BnBt1G,Wed Nov 21 14:32:47 +0000 2018,115536,289,2,12
"DarrenDreger , Darren Dreger","b'I understand your concerns based on a personal experience @DavidSantangeli. However, I strongly believe the good ou\\u2026 https://t.co/VefYuTU34F'",https://twitter.com/i/web/status/1065251569623592962,Wed Nov 21 14:32:20 +0000 2018,1070291,1029,5,25
"screenrant , Screen Rant","b'Peter Briggs wrote a great Alien vs. Predator script, but it was cancelled.\\n\\nA new video reveals the details \\u27a1\\ufe0f\\u2026 https://t.co/FsXL7VkM9H'",https://twitter.com/i/web/status/1065251432314691584,Wed Nov 21 14:31:47 +0000 2018,115536,289,1,5
"CBR , Comic Book Resources",b'Bill Maher Is Wrong - Comic Books ARE Important https://t.co/BKdzRuTAxT https://t.co/fAI1ZMZg6f',https://buff.ly/2TwUrKw,Wed Nov 21 14:31:02 +0000 2018,234940,832,43,148
